197	21	93	25	363	9
198	22	108	24	27	9
199	23	102	23	287	9
200	24	124	18	8	9
201	25	107	13	361	9
202	1	87	35	264	10
203	2	95	34	2	10
204	2	88	34	160	10
205	4	90	34	323	10
206	5	102	32	330	10
207	6	96	30	278	10
208	7	93	29	28	10
209	8	92	27	129	10
210	9	104	27	162	10
211	10	109	26	319	10
212	11	95	25	93	10
213	12	97	25	16	10
214	13	104	24	184	10
215	14	91	23	103	10
216	15	103	22	287	10
217	16	95	22	1	10
218	17	114	18	27	10
219	18	116	18	24	10
220	19	116	18	12	10
221	20	113	18	260	10
222	1	84	36	338	11
223	2	86	35	225	11
224	3	93	34	323	11
225	4	86	34	357	11
226	5	95	34	278	11
227	6	104	31	27	11
228	7	98	30	257	11
229	8	94	30	344	11
230	9	96	30	245	11
231	10	103	29	2	11
232	11	93	29	80	11
233	12	88	29	234	11
234	13	99	29	178	11
235	14	92	28	1	11
236	14	103	28	185	11
237	16	99	28	145	11
238	17	90	27	310	11
239	18	100	27	250	11
240	19	98	27	47	11
241	20	108	26	269	11
242	21	103	25	287	11
243	22	102	25	308	11
244	23	101	24	28	11
245	24	133	12	8	11
246	1	86	34	338	12
247	2	96	31	257	12
248	3	96	30	308	12
249	4	98	29	178	12
250	5	94	29	344	12
251	6	90	29	357	12
252	7	99	29	278	12
253	8	91	29	225	12
254	9	97	29	323	12
255	10	92	27	1	12
256	11	97	27	28	12
257	12	98	26	245	12
258	13	101	26	250	12
259	14	105	26	2	12
260	15	110	24	27	12
261	16	108	24	269	12
262	17	94	23	234	12
263	18	101	23	16	12
264	19	104	22	287	12
265	20	100	22	80	12
266	21	104	21	47	12
267	22	103	18	222	12
268	23	127	17	8	12
269	24	108	17	145	12
270	25	100	17	310	12
271	26	119	14	61	12
272	27	117	13	185	12
273	1	87	38	16	13
274	2	80	37	234	13
275	3	91	36	287	13
276	4	84	36	338	13
277	5	97	35	269	13
278	6	92	35	257	13
279	7	86	34	225	13
280	8	95	33	278	13
281	9	86	33	1	13
282	10	86	33	357	13
283	10	98	33	2	13
284	12	91	33	28	13
285	13	93	33	323	13
286	14	94	31	145	13
287	15	93	30	344	13
288	16	87	29	310	13
289	17	97	29	308	13
290	18	93	27	80	13
291	19	97	27	47	13
292	20	106	27	61	13
293	21	107	27	27	13
294	22	100	27	178	13
295	23	100	26	250	13
296	24	106	19	245	13
297	25	126	18	8	13
298	26	106	16	222	13
299	1	83	36	357	14
300	2	81	36	310	14
301	3	101	35	330	14
302	4	92	35	323	14
303	5	96	34	184	14
304	6	93	32	16	14
305	7	84	32	103	14
306	8	88	32	129	14
307	9	93	31	160	14
308	10	90	31	222	14
309	11	94	30	245	14
310	12	98	30	278	14
311	13	96	30	250	14
312	14	104	29	260	14
313	15	107	29	12	14
314	16	102	27	193	14
315	17	108	25	61	14
316	18	99	23	93	14
317	19	105	21	353	14
318	20	133	11	8	14
319	1	85	34	1	15
320	2	85	34	357	15
321	3	90	32	344	15
322	4	89	30	225	15
323	5	89	30	129	15
324	6	99	30	184	15
325	7	93	30	160	15
326	8	100	27	280	15
327	9	89	27	310	15
328	10	99	26	145	15
329	10	102	26	193	15
330	12	107	25	27	15
331	13	101	25	323	15
332	14	107	25	260	15
333	15	100	23	16	15
334	16	91	23	103	15
335	17	111	20	162	15
336	18	109	20	3	15
337	19	108	19	278	15
338	20	112	19	2	15
339	21	113	19	61	15
340	22	116	17	63	15
341	23	117	15	311	15
342	24	124	11	12	15
343	25	115	8	47	15
344	1	88	37	308	16
345	2	86	35	344	16
346	3	83	35	357	16
347	4	83	35	338	16
348	5	85	35	222	16
349	6	91	34	257	16
350	7	81	34	310	16
351	8	98	34	63	16
352	9	90	32	160	16
353	10	98	32	162	16
354	11	88	32	93	16
355	12	95	32	193	16
356	13	94	32	278	16
357	14	86	31	1	16
358	15	101	31	260	16
359	16	96	31	185	16
360	17	97	31	184	16
361	18	87	30	225	16
362	19	95	30	178	16
363	20	89	29	129	16
364	21	93	29	28	16
365	22	94	29	245	16
366	23	103	28	27	16
367	24	100	28	3	16
368	25	96	27	145	16
369	26	103	27	269	16
370	27	107	27	330	16
371	28	96	26	47	16
372	29	98	26	250	16
373	30	93	25	363	16
374	31	98	25	16	16
375	32	92	24	241	16
376	33	108	23	2	16
377	34	113	22	12	16
378	35	121	21	8	16
379	36	118	20	24	16
380	1	75	44	241	17
381	2	83	42	160	17
382	3	92	39	311	17
383	4	80	37	334	17
384	5	83	37	338	17
385	6	87	37	264	17
386	7	97	36	260	17
387	8	94	35	193	17
388	9	90	35	145	17
389	10	85	34	225	17
390	11	86	34	357	17
391	12	86	34	129	17
392	13	97	33	2	17
393	14	92	32	28	17
394	15	99	32	185	17
395	16	99	31	3	17
396	17	85	31	310	17
397	18	101	31	162	17
398	19	92	30	93	17
399	20	98	29	287	17
400	21	105	29	63	17
401	22	95	29	16	17
402	23	94	27	222	17
403	24	106	26	61	17
404	25	98	26	47	17
405	26	89	26	103	17
406	27	104	24	278	17
407	28	103	24	178	17
408	29	104	23	323	17
409	30	109	21	290	17
410	1	81	40	338	18
411	2	85	36	222	18
412	3	79	36	103	18
413	4	91	36	278	18
414	5	83	36	357	18
415	6	90	34	160	18
416	7	86	33	363	18
417	8	90	33	28	18
418	9	86	30	334	18
419	10	88	30	225	18
420	11	91	28	129	18
421	12	101	25	323	18
422	13	107	24	162	18
423	14	103	24	257	18
424	15	114	19	27	18
425	1	77	41	222	19
426	2	89	41	63	19
427	3	85	40	193	19
428	4	89	40	260	19
429	5	81	39	28	19
430	6	90	38	61	19
431	7	87	37	278	19
432	8	83	37	16	19
433	9	92	35	311	19
434	10	88	35	287	19
435	11	82	34	129	19
436	12	81	34	1	19
437	13	92	34	2	19
438	14	88	33	160	19
439	15	89	33	323	19
440	16	79	32	103	19
441	17	103	31	319	19
442	18	92	31	257	19
443	19	98	30	191	19
444	20	104	28	255	19
445	21	87	26	310	19
446	22	109	24	39	19
447	23	106	23	27	19
448	24	109	23	12	19
449	25	110	22	295	19
450	26	125	15	8	19
451	1	85	32	234	20
452	2	88	28	103	20
453	3	98	27	160	20
454	4	95	27	93	20
455	5	106	25	2	20
456	6	105	24	278	20
457	7	106	22	287	20
458	8	111	22	162	20
459	9	106	22	178	20
460	10	103	22	145	20
461	11	101	22	344	20
462	12	112	20	311	20
463	13	100	19	1	20
464	14	115	17	41	20
465	15	105	17	338	20
466	16	120	16	319	20
467	17	111	15	323	20
468	18	118	15	260	20
469	19	120	12	269	20
470	20	116	8	47	20
471	21	143	1	8	20
472	1	92	38	311	21
473	2	89	37	278	21
474	2	77	37	103	21
475	4	87	34	344	21
476	5	92	33	287	21
477	6	102	32	319	21
478	7	98	32	41	21
479	8	83	32	234	21
480	9	87	30	1	21
481	10	102	29	162	21
482	11	95	28	160	21
483	12	97	27	323	21
484	13	97	26	145	21
485	14	93	26	338	21
486	15	100	25	178	21
487	16	95	25	93	21
488	17	105	24	2	21
489	18	109	22	260	21
490	19	110	20	269	21
491	20	126	16	8	21
492	1	97	34	162	22
493	2	92	33	178	22
494	3	97	32	2	22
495	4	92	32	323	22
496	5	84	31	234	22
497	6	92	31	145	22
498	7	91	29	93	22
499	8	85	29	103	22
500	9	95	28	160	22
501	10	102	28	311	22
502	11	89	28	1	22
503	12	100	27	278	22
504	13	94	27	344	22
505	14	95	24	338	22
506	15	100	24	287	22
507	16	107	23	41	22
508	17	111	19	269	22
509	18	107	15	47	22
510	19	130	12	8	22
511	1	84	42	287	23
512	2	93	38	269	23
513	3	82	38	363	23
514	4	84	36	338	23
515	5	90	34	323	23
516	6	89	32	344	23
517	7	84	31	334	23
518	8	95	31	257	23
519	9	104	31	12	23
520	10	99	30	2	23
521	11	85	29	310	23
522	12	93	29	16	23
523	13	104	29	330	23
524	14	99	28	193	23
525	15	89	28	241	23
526	16	95	27	160	23
527	16	95	27	28	23
528	18	99	27	178	23
529	19	93	27	123	23
530	20	92	26	225	23
531	21	94	26	222	23
532	22	102	24	278	23
533	23	106	24	61	23
534	24	111	17	3	23
535	25	128	14	8	23
536	1	82	41	338	24
537	2	82	38	1	24
538	3	85	37	93	24
539	4	87	36	364	24
540	5	90	36	323	24
541	6	85	35	357	24
542	7	93	34	178	24
543	8	92	32	160	24
544	9	102	32	365	24
545	10	88	32	129	24
546	11	98	32	2	24
547	12	93	31	16	24
548	13	86	31	234	24
549	14	85	30	103	24
550	15	103	30	269	24
551	16	87	29	310	24
552	17	96	28	47	24
553	18	90	27	316	24
554	19	97	26	222	24
555	20	99	26	145	24
556	21	99	24	363	24
557	22	98	23	294	24
558	23	105	21	250	24
559	24	134	10	8	24
560	1	85	38	363	25
561	2	94	37	193	25
562	3	99	37	319	25
563	4	83	35	334	25
564	5	89	34	338	25
565	6	91	34	160	25
566	7	87	33	294	25
567	8	100	33	269	25
568	9	90	33	123	25
569	10	95	32	323	25
570	11	90	32	222	25
571	12	85	32	234	25
572	13	103	31	63	25
573	14	89	31	129	25
574	15	100	30	3	25
575	16	94	30	16	25
576	17	104	29	260	25
577	18	88	28	310	25
578	19	96	28	47	25
579	20	89	28	316	25
580	21	96	28	28	25
581	22	103	27	2	25
582	23	106	27	162	25
583	24	100	25	145	25
584	25	94	25	225	25
585	26	98	24	93	25
586	27	100	24	245	25
587	28	128	16	8	25
588	1	84	38	123	26
589	2	84	34	129	26
590	3	87	33	222	26
591	4	99	33	27	26
592	5	94	33	287	26
593	6	99	32	162	26
594	7	92	29	344	26
595	8	105	29	319	26
596	9	100	29	193	26
597	10	93	29	28	26
598	11	86	29	334	26
599	12	85	29	310	26
600	13	102	29	326	26
601	14	103	28	327	26
602	15	89	28	225	26
603	16	91	27	1	26
604	17	105	27	63	26
605	18	96	26	16	26
606	19	103	25	3	26
607	20	97	25	47	26
608	21	99	25	323	26
609	22	97	24	245	26
610	23	91	22	103	26
611	24	111	20	269	26
612	25	115	20	12	26
613	26	110	19	2	26
614	27	122	12	318	26
615	28	130	12	8	26
616	1	86	35	363	27
617	2	94	34	287	27
618	3	100	33	162	27
619	4	87	32	294	27
620	5	89	32	93	27
621	6	93	30	160	27
622	7	101	30	260	27
623	8	88	30	357	27
624	9	99	29	2	27
625	10	95	29	323	27
626	11	102	29	269	27
627	12	88	27	316	27
628	13	95	27	264	27
629	14	92	26	129	27
630	15	94	26	222	27
631	16	102	25	3	27
632	17	110	24	319	27
633	18	98	24	28	27
634	19	109	24	330	27
635	20	102	24	280	27
636	21	108	23	27	27
637	22	107	21	278	27
638	23	101	20	245	27
639	24	118	19	12	27
640	25	117	18	24	27
641	1	97	33	185	28
642	2	92	33	123	28
643	3	95	29	16	28
644	4	86	29	103	28
645	5	97	28	160	28
646	6	93	26	241	28
647	7	98	26	28	28
648	8	100	26	323	28
649	9	102	26	278	28
650	10	101	26	178	28
651	11	98	25	47	28
652	12	97	25	222	28
653	13	93	24	234	28
654	14	111	24	63	28
655	15	92	24	310	28
656	16	95	24	225	28
657	17	109	21	2	28
658	18	105	20	145	28
659	19	111	20	193	28
660	20	125	12	12	28
661	21	125	8	61	28
662	22	137	7	8	28
663	1	92	37	178	29
664	2	91	35	160	29
665	3	95	32	323	29
666	4	95	29	28	29
667	5	91	28	241	29
668	6	103	27	2	29
669	7	89	27	310	29
670	8	99	25	16	29
671	9	91	25	234	29
672	10	110	25	63	29
673	11	103	25	278	29
674	12	100	24	123	29
675	13	106	24	185	29
676	14	97	23	225	29
677	15	102	22	145	29
678	16	109	22	193	29
679	17	102	21	47	29
680	18	103	19	222	29
681	19	119	17	12	29
682	20	115	17	61	29
683	21	99	16	103	29
684	22	134	10	8	29
685	1	95	37	193	30
686	2	85	34	225	30
687	3	93	33	160	30
688	4	91	33	28	30
689	5	91	33	47	30
690	6	96	33	178	30
691	7	87	32	241	30
692	8	99	31	185	30
693	9	93	31	123	30
694	10	104	30	63	30
695	11	96	28	16	30
696	12	88	27	103	30
697	13	90	27	234	30
698	14	90	27	310	30
699	15	99	27	323	30
700	16	96	26	222	30
701	17	102	26	278	30
702	18	105	25	2	30
703	19	101	23	145	30
704	20	119	17	12	30
705	21	134	11	8	30
706	1	92	37	278	31
707	2	86	34	225	31
708	3	82	33	103	31
709	4	97	33	287	31
710	5	89	33	93	31
711	6	89	31	357	31
712	7	102	30	311	31
713	8	103	29	193	31
714	9	94	29	344	31
715	10	96	28	28	31
716	11	106	28	63	31
717	12	103	27	178	31
718	13	107	26	260	31
719	14	107	26	269	31
720	15	101	26	323	31
721	16	99	25	245	31
722	17	99	25	16	31
723	18	100	23	363	31
724	19	94	22	310	31
725	20	109	21	3	31
726	21	113	20	61	31
727	22	100	19	1	31
728	23	117	16	27	31
729	24	128	9	12	31
730	1	79	37	310	32
731	2	90	32	222	32
732	3	92	31	47	32
733	4	95	30	323	32
734	5	99	30	287	32
735	6	102	29	311	32
736	7	89	29	1	32
737	8	103	29	260	32
738	9	100	29	3	32
739	10	101	28	228	32
740	11	105	26	61	32
741	12	99	26	160	32
742	13	105	26	193	32
743	14	104	26	2	32
744	15	102	26	278	32
745	16	97	25	245	32
746	17	95	24	129	32
747	18	102	24	257	32
748	19	112	23	12	32
749	20	102	23	250	32
750	21	91	23	103	32
751	22	111	22	162	32
752	23	102	21	16	32
753	24	110	17	123	32
754	25	138	5	8	32
755	1	84	38	93	33
756	2	89	35	160	33
757	3	96	35	193	33
758	4	95	32	178	33
759	5	95	32	278	33
760	6	87	30	225	33
761	7	92	30	264	33
762	8	89	29	129	33
763	9	93	28	16	33
764	10	93	28	222	33
765	11	96	28	323	33
766	12	98	27	308	33
767	13	105	27	63	33
768	14	88	27	334	33
769	15	105	26	162	33
770	16	96	26	145	33
771	17	96	26	28	33
772	18	103	26	2	33
773	19	105	26	27	33
774	20	90	26	349	33
775	21	96	25	338	33
776	22	109	25	24	33
777	23	102	25	3	33
778	24	94	25	350	33
779	25	92	24	172	33
780	26	100	23	245	33
781	27	99	23	363	33
782	28	111	23	12	33
783	29	107	23	61	33
784	30	106	22	185	33
785	31	93	22	310	33
786	32	104	18	123	33
787	33	132	10	8	33
788	1	85	41	323	34
789	2	92	40	260	34
790	3	81	39	294	34
791	4	81	39	357	34
792	5	92	38	287	34
793	5	81	38	241	34
794	7	79	38	310	34
795	8	80	37	362	34
796	9	83	37	225	34
797	10	87	36	145	34
798	11	95	36	311	34
799	12	93	35	278	34
800	13	89	35	160	34
801	14	89	34	338	34
802	15	86	34	129	34
803	16	99	34	63	34
804	17	88	34	16	34
805	18	97	33	228	34
806	19	105	32	296	34
807	20	96	32	2	34
808	21	101	31	162	34
809	22	100	31	191	34
810	23	93	31	123	34
811	24	89	31	222	34
812	25	84	31	103	34
813	26	91	31	47	34
814	26	97	31	178	34
815	28	93	30	93	34
816	29	93	30	264	34
817	30	98	30	3	34
818	31	98	30	185	34
819	32	98	29	275	34
820	33	100	29	61	34
821	34	90	28	1	34
822	35	110	26	24	34
823	36	110	26	272	34
824	37	133	11	8	34
825	1	82	43	338	35
826	2	79	35	103	35
827	3	85	33	241	35
828	4	98	33	260	35
829	5	93	32	323	35
830	6	88	31	129	35
831	7	96	30	280	35
832	8	92	30	264	35
833	9	101	28	287	35
834	10	93	28	47	35
835	11	91	28	225	35
836	12	102	28	311	35
837	13	89	27	310	35
838	14	90	26	362	35
839	15	97	26	160	35
840	16	103	24	278	35
841	17	102	24	308	35
842	18	105	22	2	35
843	19	103	16	222	35
844	20	104	13	361	35
845	1	82	38	264	36
846	2	84	38	323	36
847	3	91	37	193	36
848	4	89	35	2	36
849	5	92	35	311	36
850	6	89	35	178	36
851	7	94	34	269	36
852	8	97	34	12	36
853	9	87	33	160	36
854	10	85	33	47	36
855	11	96	33	63	36
856	12	82	33	334	36
857	13	92	32	3	36
858	14	87	32	145	36
859	15	84	32	294	36
860	16	82	32	1	36
861	17	93	32	61	36
862	18	97	30	191	36
863	19	98	30	260	36
864	20	91	29	293	36
865	21	87	29	129	36
866	22	88	28	225	36
867	23	100	28	162	36
868	24	97	27	278	36
869	25	105	27	24	36
870	26	94	26	28	36
871	27	96	26	257	36
872	28	107	25	319	36
873	29	90	25	316	36
874	30	91	22	310	36
875	30	94	22	222	36
876	32	91	20	103	36
877	33	133	7	8	36
878	1	92	34	338	37
879	2	84	33	234	37
880	3	99	29	178	37
881	4	104	28	359	37
882	5	100	26	360	37
883	6	104	26	287	37
884	7	99	24	93	37
885	8	101	22	344	37
886	9	110	22	41	37
887	10	106	22	185	37
888	11	110	22	260	37
889	12	108	20	2	37
890	13	103	19	47	37
891	14	112	19	311	37
892	15	100	18	1	37
893	16	104	18	16	37
894	17	108	18	116	37
895	18	109	17	323	37
896	19	107	17	160	37
897	20	99	17	103	37
898	21	108	16	28	37
899	22	114	16	278	37
900	23	108	15	145	37
901	24	107	13	222	37
902	25	104	13	310	37
903	26	116	13	61	37
904	27	120	11	191	37
905	28	130	5	12	37
906	29	143	1	8	37
907	1	93	35	278	38
908	2	91	33	338	38
909	3	90	31	344	38
910	4	98	30	287	38
911	5	87	29	1	38
912	6	101	29	41	38
913	7	86	29	234	38
914	8	95	29	323	38
915	9	100	29	311	38
916	10	87	28	310	38
917	11	85	28	103	38
918	12	92	28	16	38
919	13	95	27	28	38
920	14	94	27	93	38
921	15	99	27	178	38
922	16	103	26	191	38
923	17	104	26	260	38
924	18	96	26	160	38
925	19	102	25	185	38
926	20	96	25	145	38
927	21	105	22	61	38
928	22	97	21	222	38
929	23	99	21	47	38
930	24	106	20	2	38
931	25	105	19	116	38
932	26	111	19	359	38
933	27	115	18	12	38
934	28	129	13	8	38
935	1	87	34	47	39
936	2	88	34	28	39
937	3	86	34	16	39
938	4	95	32	178	39
939	5	98	32	260	39
940	6	87	31	222	39
941	7	99	30	311	39
942	8	85	30	234	39
943	9	83	30	103	39
944	10	100	29	287	39
945	11	86	29	310	39
946	12	102	28	359	39
947	13	94	27	344	39
948	14	95	27	160	39
949	15	97	27	116	39
950	16	90	26	1	39
951	17	100	26	185	39
952	18	95	26	93	39
953	19	96	25	145	39
954	20	101	25	2	39
955	21	99	25	323	39
956	22	104	24	278	39
957	23	101	23	338	39
958	24	104	23	61	39
959	25	107	22	191	39
960	26	108	22	41	39
961	27	103	21	360	39
962	28	113	20	12	39
963	29	101	20	245	39
964	30	141	1	8	39
965	1	77	40	334	40
966	2	80	35	310	40
967	3	83	35	225	40
968	4	86	34	358	40
969	5	80	33	103	40
970	6	89	32	93	40
971	7	96	32	287	40
972	8	105	29	321	40
973	9	94	28	160	40
974	10	91	26	241	40
975	11	101	25	257	40
976	12	102	25	61	40
977	13	106	24	27	40
978	14	96	24	16	40
979	15	104	24	278	40
980	16	102	24	3	40
981	17	93	23	1	40
982	18	101	23	323	40
983	19	107	23	260	40
984	20	103	23	2	40
985	21	112	21	12	40
986	22	99	20	222	40
987	23	108	18	178	40
988	24	108	17	308	40
989	1	81	38	334	41
990	2	85	37	93	41
991	3	79	37	234	41
992	4	80	36	316	41
993	5	91	36	178	41
994	6	86	36	245	41
995	7	93	36	228	41
996	8	88	35	264	41
997	9	92	33	323	41
998	10	92	33	315	41
999	11	98	33	269	41
1000	12	82	32	103	41
1001	13	95	32	2	41
1002	13	101	32	63	41
1003	15	100	31	162	41
1004	16	104	30	12	41
1005	17	86	30	310	41
1006	18	94	29	28	41
1007	19	101	28	287	41
1008	20	94	28	145	41
1009	21	96	27	160	41
1010	22	94	27	294	41
1011	23	95	27	47	41
1012	24	94	25	225	41
1013	25	96	25	273	41
1014	26	103	24	267	41
1015	27	104	24	61	41
1016	28	108	23	193	41
1017	29	112	23	24	41
1018	30	97	22	222	41
1019	31	132	11	8	41
1020	1	80	38	234	42
1021	2	88	38	338	42
1022	3	84	35	241	42
1023	4	91	33	28	42
1024	5	89	31	294	42
1025	6	97	31	178	42
1026	7	93	30	93	42
1027	8	103	29	269	42
1028	9	93	29	16	42
1029	10	92	28	334	42
1030	11	97	27	145	42
1031	12	107	27	63	42
1032	13	91	26	316	42
1033	14	104	25	2	42
1034	15	92	25	310	42
1035	16	96	24	222	42
1036	17	105	24	61	42
1037	18	97	23	225	42
1038	19	114	21	12	42
1039	20	107	19	257	42
1040	21	113	19	193	42
1041	22	104	19	245	42
1042	23	107	16	47	42
1043	1	82	33	103	43
1044	2	87	32	225	43
1045	3	87	32	357	43
1046	4	92	31	293	43
1047	5	98	31	287	43
1048	6	103	30	337	43
1049	7	101	28	278	43
1050	8	89	27	310	43
1051	9	102	27	228	43
1052	10	97	26	264	43
1053	11	92	26	80	43
1054	12	96	26	47	43
1055	13	96	26	344	43
1056	14	107	25	260	43
1057	15	102	25	185	43
1058	16	107	25	63	43
1059	17	100	25	257	43
1060	18	101	24	308	43
1061	19	106	24	311	43
1062	20	98	23	16	43
1063	21	100	23	160	43
1064	22	102	23	323	43
1065	23	94	23	1	43
1066	24	107	22	61	43
1067	25	109	22	193	43
1068	26	110	22	328	43
1069	27	103	19	93	43
1070	28	105	19	250	43
1071	29	100	19	222	43
1072	30	105	18	28	43
1073	31	109	18	3	43
1074	32	118	16	330	43
1075	33	121	14	309	43
1076	34	139	4	8	43
1077	1	88	33	28	44
1078	2	84	33	225	44
1079	3	89	33	293	44
1080	4	95	30	178	44
1081	5	95	30	3	44
1082	6	93	29	264	44
1083	7	94	28	250	44
1084	8	88	27	1	44
1085	9	100	27	228	44
1086	10	103	27	269	44
1087	11	89	25	310	44
1088	12	105	24	162	44
1089	13	103	23	61	44
1090	14	97	22	16	44
1091	15	107	21	311	44
1092	16	111	19	27	44
1093	17	111	18	193	44
1094	18	105	18	317	44
1095	19	100	17	222	44
1096	20	108	15	323	44
1097	21	118	14	12	44
1098	22	110	13	308	44
1099	1	85	39	47	45
1100	2	78	39	310	45
1101	3	86	37	344	45
1102	4	84	36	357	45
1103	5	100	35	330	45
1104	6	85	35	225	45
1105	7	96	35	311	45
1106	8	88	34	16	45
1107	9	90	34	160	45
1108	10	83	33	103	45
1109	11	90	33	93	45
1110	12	95	33	3	45
1111	13	96	32	2	45
1112	14	93	32	293	45
1113	15	96	32	356	45
1114	16	95	31	355	45
1115	17	98	31	61	45
1116	18	89	31	222	45
1117	19	95	31	323	45
1118	20	98	30	178	45
1119	21	106	29	12	45
1120	22	98	28	353	45
1121	23	92	27	121	45
1122	24	105	27	162	45
1123	25	105	27	260	45
1124	26	92	26	1	45
1125	27	107	25	27	45
1126	28	99	25	28	45
1127	29	106	25	228	45
1128	30	103	24	275	45
1129	31	106	24	278	45
1130	32	96	24	129	45
1131	33	124	12	354	45
1132	1	88	35	245	46
1133	2	93	33	323	46
1134	3	87	33	129	46
1135	4	98	32	287	46
1136	5	102	30	162	46
1137	6	99	29	2	46
1138	7	102	29	311	46
1139	8	95	29	28	46
1140	9	99	29	185	46
1141	10	101	28	3	46
1142	11	91	27	234	46
1143	12	93	27	225	46
1144	13	103	26	184	46
1145	14	106	26	27	46
1146	15	93	26	241	46
1147	16	92	26	1	46
1148	17	100	25	250	46
1149	18	93	25	172	46
1150	19	101	25	116	46
1151	20	98	25	145	46
1152	21	105	25	278	46
1153	22	99	25	47	46
1154	23	95	25	80	46
1155	24	104	24	178	46
1156	25	109	24	63	46
1157	26	109	23	269	46
1158	27	98	22	222	46
1159	28	95	22	310	46
1160	29	110	22	193	46
1161	30	100	22	294	46
1162	31	115	21	24	46
1163	32	115	21	12	46
1164	33	116	20	118	46
1165	34	104	20	160	46
1166	35	107	20	280	46
1167	36	112	20	260	46
1168	37	103	19	16	46
